Ticker,Name,Last Price,Market Cap,Trading Region,Trading Country,Below 52W High %,Revenues Est Avg Rev % (FY1E - 1W),Revenues Est Avg Rev % (FY1E - 1M),Revenues Est Avg Rev % (FY1E - 3M),Revenues Est Avg Rev % (FY1E - 6M),Revenues Est Avg Rev % (FY1E - 1Y),Revenues Est Avg Rev % (FY2E - 1W),Revenues Est Avg Rev % (FY2E - 1M),Revenues Est Avg Rev % (FY2E - 3M),Revenues Est Avg Rev % (FY2E - 6M),Revenues Est Avg Rev % (FY2E - 1Y),Revenues Est Avg Rev % (FY3E - 1W),Revenues Est Avg Rev % (FY3E - 1M),Revenues Est Avg Rev % (FY3E - 3M),Revenues Est Avg Rev % (FY3E - 6M),Revenues Est Avg Rev % (FY3E - 1Y),Revenues - Est Avg (FY1E),Revenues - Est Avg (FY2E),Revenues - Est Avg (FY3E),Total Revenues (-1FY),Total Revenues (-2FY),Total Revenues (-3FY),Total Revenues (-4FY),Total Revenues (-5FY),Total Revenues (-6FY),Total Revenues (-7FY),Total Revenues (-8FY),Total Revenues (-9FY),Total Revenues (-10FY),Sector,Industry,Description
BN,Brookfield Corporation,51.62,81721.01,United States and Canada,CA,-0.2457,0,0,-0.0377,-0.0975,-0.3504,0,0,-0.0086,0.044,-0.2137,0,0,-0.0156,0.06,,6827.7,9237.26,11240.14,88735,97992,95382,78182,62673,71609,58489,41999,25704,21753,Financials,Capital Markets,Brookfield Corporation is a multi-asset manager focused on real estate credit renewable power and transition infrastructure venture capital and private equity including growth capital and emerging growth investments. It manages a range of public and private investment products and services for institutional and retail clients. It typically makes investments in sizeable premier assets across geographies and asset classes. It invests both its own capital as well as capital from other investors. Within private equity and venture capital it focuses on acquisitions early ventures control buyouts financially distressed buyouts corporate carve-outs recapitalizations convertible senior and mezzanine financings operational and capital structure restructuring strategic re-direction turnarounds and underperforming midmarket companies. It invests in both public debt and equity markets. It invests in private equity sectors with focus on business services including infrastructure healthcare road fuel distribution and marketing and real estate; industrials including manufacturers of automotive batteries graphite electrodes smart cards returnable plastic packaging consumable products for lab testing and sanitation management and development; and residential/infrastructure services. The firm provides essential business services including business process outsourcing financial services software and technology services and real estate–related services among others. The firm also invests in energy transition. It targets companies that likely possess underlying real assets primarily in sectors such as industrial products building materials metals mining homebuilding oil and gas paper and packaging manufacturing and forest products. It invests globally with focus on North America including Brazil the United States and Canada; Europe; Australia; the Middle East and North Africa; and Asia-Pacific. The firm considers equity investments in the range of $2 million to $500 million. It has a four-year investment period and a 10-year term with two one-year extensions. The firm prefers to take both minority and majority stakes. Brookfield Corporation was founded in 1997 and is based in Toronto Canada with additional offices across North America South America Europe the Middle East and Asia.
BAM,Brookfield Asset Management Ulc,62.93,71282.72,United States and Canada,CA,-0.2634,0,0.0053,0.0029,-0.019,0.0154,0,0.0005,0.0035,-0.0148,0.0597,0,-0.0066,-0.007,-0.0054,,6085.61,7052.93,7888.75,3980,4062,3627,3087,2154,2173,,,,,Financials,Capital Markets,Brookfield Asset Management Ltd. is a private equity firm specializing in acquisitions and growth capital investments. The firm primarily provides its services to institutional clients high net worth individuals financial institutions public and private pension plans sovereign wealth funds endowments and foundations. The firm manages separate client-focused public and private fund portfolios listed partnerships separate accounts and co-investments. The firm invests in real assets including real estate infrastructure renewable power private equity and credit. The firm employs fundamental and operational analysis to make its investments. The firm uses both in-house and external research to complement its investment process. It was founded in 2022 and is based in New York. Brookfield Asset Management Ltd. operates as a subsidiary of Brookfield Corporation.
CSU,Constellation Software Inc.,2804,42139.9,United States and Canada,CA,-0.3244,0,0,-0.0008,0.0186,0.0046,0,0,0.0054,0.0318,-0.0088,0,0,-0.0112,0.0325,-0.1201,13819.12,16130.09,18328.65,10066,8407,6622,5106,3969,3490,3060,2479.4,2125.09,1838.31,Information Technology,Software,Constellation Software Inc. together with its subsidiaries acquires builds and manages vertical market software businesses to develop mission-critical software solutions for public and private sector markets. It is involved in the software licensing; and sale of hardware activities. The company also offers professional services consist of implementation services custom programming product training managed services and consulting services; maintenance and customer support services and hosted software-as-a-service products; and other recurring services. It operates in Canada the United States the United Kingdom Europe and internationally. The company was incorporated in 1995 and is headquartered in Toronto Canada.
CLS,Celestica Inc.,509.2,41521.38,United States and Canada,CA,-0.2232,0,-0.0001,0.0716,0.1826,0.51,0,0.0027,0.309,0.4202,1.2457,0,0.0068,0.4128,0.5486,1.4618,20566.74,35193.6,47371.85,9646,7961,7250,5634.7,5748.1,5888.3,6633.2,6142.7,6046.6,5639.2,Information Technology,Electronic Equipment Instruments and Components,Celestica Inc. together with its subsidiaries provides supply chain solutions in Asia North America and internationally. It operates through two segments Advanced Technology Solutions and Connectivity and Cloud Solutions. The company offers a range of product manufacturing and related supply chain services including design and development new product introduction engineering services component sourcing electronics manufacturing and assembly testing mechanical assembly systems integration precision machining logistics asset management product licensing and after-market repair and return services. It also provides hardware platform solutions which includes development of infrastructure platforms and hardware and software design solutions and services including open-source software that can be used as-is or customized for specific applications; and management of program including design and supply chain manufacturing and after-market support including IT asset disposition and asset management services. The company offers its products and services to original equipment manufacturers and cloud-based and other service providers including hyperscalers and other companies in aerospace and defense industrial HealthTech capital equipment communications and enterprise markets. The company has a strategic collaboration with Advanced Micro Devices Inc. for the development of Helios a rack-scale AI platform. The company was incorporated in 1994 and is headquartered in Toronto Canada.
NTR,Nutrien Ltd.,106.66,36096.44,United States and Canada,CA,-0.088,0,0,-0.0188,0.0371,0.0389,0,0.004,-0.0025,0.0278,0.0221,0,0.0034,-0.0004,0.0149,-0.0362,27666.53,27322.9,27292.16,25016,28082,37012,26861,20053,19316,18772,4010,3921,5791,Materials,Chemicals,Nutrien Ltd. provides crop inputs and services. The company operates through four segments: Retail Potash Nitrogen and Phosphate. The Retail segment markets crop nutrients crop protection products seed and merchandise as well as provides agronomic application and financing services and solutions; and produces proprietary products including proprietary crop nutrient crop protection and seed products. The Potash segment includes mining and processing of potash. The Nitrogen segment owns and operates ammonia production facilities that offers ammonia urea ammonium nitrate (UAN) urea solutions nitric acid and ammonium nitrate as well as environmentally smart nitrogen and ammonium sulfate. The Phosphate segment manufactures and sells solid and liquid phosphate fertilizers phosphate feed and purified phosphoric acid which is used in feed and industrial products. The company was incorporated in 2017 and is headquartered in Saskatoon Canada.
FFH,Fairfax Financial Holdings Limited,2228.59,31561.61,United States and Canada,CA,-0.1746,0,0,0,0,0.0252,0,0,0,0,0.0283,0,0,0,0,0.0237,39968,41998,43708,34804.7,31834.2,26830.3,26203.9,19677.8,21532.8,17757.7,15206,9299.6,9344,Financials,Insurance,Fairfax Financial Holdings Limited through its subsidiaries provides property and casualty insurance and reinsurance and investment management services in Canada the United States the Middle East and Asia and internationally. It operates through Property and Casualty Insurance and Reinsurance; Life insurance and Run-off; and Non-Insurance Companies segments. The company offers property insurance which insures against losses to property from fire explosion and terrorism as well as natural perils such as earthquake windstorm and flood; and engineering problems including boiler explosion machinery breakdown and construction defects. It also provides casualty insurance which insures against accidents and workers’ compensation and automobile; employers’ liability accident and health medical malpractice cyber and professional liability and umbrella coverage; specialty insurance comprising marine aerospace and surety risk and other various risks and liabilities; and reinsurance products. In addition the company engages in the franchising owning and operating of restaurants; specialty sleep retailing; sports lifestyle retailing; owns and operates holiday resorts; originates processes and distributes value-added pulses and staple food; develops invests and manages hospitality real estate; and designs manufactures and distributes performance sports related equipment and related apparel and accessories. Further it offers travel and travel-related financial services; infrastructure support services; advanced digital tools for agriculture; and value-added milk fats fresh confectionery and plant-based bulk ingredients. The company was formerly known as Markel Financial Holdings Limited and changed its name to Fairfax Financial Holdings Limited in 1987. Fairfax Financial Holdings Limited was incorporated in 1951 and is headquartered in Toronto Canada.
BBDB,Bombardier Inc.,308.74,21713.14,United States and Canada,CA,-0.1827,0,0.0009,0.0038,0.0047,0.0543,0,0.0002,0.0102,0.0265,0.0878,0,0,0.0214,0.0497,0.094,10192.2,10818.95,11467.89,8665,8046,6913,6085,6487,7488,16236,16199,16339,18172,Industrials,Aerospace and Defense,Bombardier Inc. engages in the design manufacture and sale of business aircraft and aircraft structural components worldwide. It also provides various services such as parts service centers smart services training and technical publications. The company serves multinational corporations charter and fractional ownership providers governments and private individuals. Bombardier Inc. was incorporated in 1902 and is based in Dorval Canada.
BEPUN,Brookfield Renewable Partners L.P.,40.54,19670.02,United States and Canada,CA,-0.2331,0,0,-0.012,-0.0592,-0.0983,0,0.0017,0.0029,-0.0333,-0.0686,0,0.0423,0.0261,-0.0253,-0.0199,6597.3,7300.22,8378.59,5876,5038,4711,4096,3820,4030,3850,2778,2452,1628,Utilities,Independent Power and Renewable Electricity Producers,Brookfield Renewable Partners L.P. owns a portfolio of renewable power generating facilities in the North America Colombia and Brazil. The company generates electricity through hydroelectric wind solar distributed generation and pumped storage; and offers sustainable solutions such as renewable natural gas carbon capture and storage recycling cogeneration biomass nuclear services eFuels and power transformation. It operates as the general partner of Brookfield Renewable Partners L.P. The company was formerly known as Brookfield Renewable Energy Partners L.P. and changed its name to Brookfield Renewable Partners L.P. in May 2016. The company was founded in 1999 and is based in Toronto Canada.
IVN,Ivanhoe Mines Ltd.,11.8,11936.26,United States and Canada,CA,-0.4199,0,-0.0049,-0.0075,-0.0685,0.1438,0,0.0162,0.0732,0.0467,0.1925,0,0.0811,0.0957,0.1112,0.0761,818.29,1058.51,1503.87,40.82,,,,,,,,,,Materials,Metals and Mining,Ivanhoe Mines Ltd. together with its subsidiaries engages in the mining development and exploration of minerals and precious metals in Africa. The company explores gold platinum palladium rhodium nickel copper zinc germanium silver and lead deposits. Its projects include the Kamoa-Kakula Copper Complex mine located in the Central African Copperbelt; the Kipushi Zinc mine in Southern Haut-Katanga Province Democratic Republic of Congo; and the Platreef PGM-Nickel mine located in the Northern Limb of South Africa’s Bushveld Igneous Complex. It also holds interest in the Western Foreland exploration project covering an area of approximately 2390 square kilometers located in the Democratic Republic of Congo. The company was formerly known as Ivanplats Limited and changed its name to Ivanhoe Mines Ltd. in August 2013. The company was incorporated in 1993 and is based in Vancouver Canada.
IMG,IAMGOLD Corporation,27.28,11046.73,United States and Canada,CA,-0.1998,0,-0.0131,-0.0826,-0.0789,0.2834,0.0168,-0.0243,0.0014,0.0452,0.5361,0,-0.0197,0.0908,0.275,0.9693,3873.45,4304.53,4222.2,1633,987.1,958.8,875.5,1241.7,1065.3,1111,1094.9,987.1,917,Materials,Metals and Mining,IAMGOLD Corporation through its subsidiaries operates as a gold producer and developer in Canada and Burkina Faso. The company’s flagship project includes Côté Gold that covers an area of 596 hectares located in the Chester and Yeo Townships district of sudbury in northeastern Ontario. IAMGOLD Corporation was incorporated in 1990 and is headquartered in Toronto Canada.
TFII,TFI International Inc.,175.43,10225.68,United States and Canada,CA,-0.2498,0,0,0.0282,0.0841,0.018,0,0,0.0289,0.0819,0.0206,0,0,0.0263,0.1174,0.0046,8594.2,9031.18,9560.68,8396.83,7521.17,8812.49,7220.43,3781.13,3903.55,3753.32,3847.8,2997.58,2904.47,Industrials,Ground Transportation,TFI International Inc. together with its subsidiaries provides transportation and logistics services in the United States Canada and Mexico. It operates through Less-Than-Truckload (LTL) Truckload (TL) and Logistics segments. The Less-Than-Truckload segment is involved in the pickup consolidation transportation and delivery of smaller loads. The Truckload segment offers expedited transportation flatbed tank container and dedicated services. This segment also carries full loads directly from the customer to the destination using a closed van or specialized equipment. The Logistics segment provides asset-light logistics services including brokerage freight forwarding and transportation management as well as small package parcel delivery. As of December 31 2025 it operates 12927 trucks 40687 trailers and 6194 independent contractors. The company was formerly known as TransForce Inc. and changed its name to TFI International Inc. in December 2016. TFI International Inc. was founded in 1957 and is headquartered in Saint-Laurent Canada.
SOBO,South Bow Corporation,48.46,7168.46,United States and Canada,CA,-0.1173,0,0.0001,0.0102,-0.01,-0.0155,0,0.0002,-0.009,-0.009,-0.0421,0,0.0013,-0.0112,-0.0034,,1987.03,2020.41,2046.99,2120,2005,,,,,,,,,Energy,Oil Gas and Consumable Fuels,South Bow Corporation operates as an energy infrastructure company. It operates through three segments: Keystone Pipeline System Marketing and Intra-Alberta & Other. The Keystone Pipeline System segment consists of the company’s main liquids pipeline network which transports crude oil from Hardisty Alberta to key U.S. markets including Wood River Patoka Illinois Cushing Oklahoma and the Gulf Coast. The Marketing segment provides crude oil marketing services including transportation storage and logistics and engages in physical crude oil trading and hedging activities. The Intra-Alberta & Other segment comprises pipelines such as the Grand Rapids Pipeline and White Spruce Pipeline offering crude oil transportation from Alberta’s oil sands to refining and market regions and includes corporate and financing activities. The company also operates 4900 kilometres of crude oil pipeline infrastructure connecting Alberta crude oil supplies to the U.S. refining markets in the U.S. Midwest and Gulf Coast. In addition the company offers ancillary services including storage at terminals. The company was incorporated in 2023 and is based in Calgary Canada.
OR,OR Royalties Inc.,49.9,6594.84,United States and Canada,CA,-0.2386,0,-0.0112,-0.1209,-0.1308,0.3242,0.0297,0.0165,-0.0529,-0.0625,0.4583,0.0435,0.0523,0.0497,0.0162,0.5999,404.87,483.44,537.57,191.16,186.66,160.87,177.83,167.89,302.35,359.33,169.6,46.68,32.73,Materials,Metals and Mining,OR Royalties Inc. acquires and manages precious metal and other royalties streams and other interests in Canada and internationally. It also owns options on offtake; royalty/stream financings; and exclusive rights to participate in future royalty/stream financings on various projects. The company’s primary asset is a 3-5% net smelter return royalty on the Canadian Malartic complex located in Canada. In addition it is involved in the exploration evaluation and development of mining properties. It primarily explores precious metals including gold silver copper diamond and others. The company was formerly known as Osisko Gold Royalties Ltd and changed its name to OR Royalties Inc. in May 2025. OR Royalties Inc. was founded in 2014 and is headquartered in Montreal Canada.
